"gvl_code","name"
"08498","Bayer Records"
"08499","SSM Records"
"08502","Respond Records"
"08503","Boulevard"
"08504","Klistier Records"
"08505","FMS, (Label X Europe)"
"08506","Chef Records"
"08507","Weltall"
"08508","JMA Records"
"08509","JMT Productions"
"08510","Atmosphere"
"08511","Armageddon"
"08512","Blue Turtle Records"
"08513","Blanco Y Negro"
"08516","Evergreen Records & Tapes"
"08518","Yes/No Records"
"08521","Tonstudio Galonska"
"08525","Fog-Records"
"08527","Berton Records"
"08528","Striped Horse"
"08530","Tigerbeat"
"08532","Gate Music"
"08535","Rekord"
"08536","Marisma"
"08537","Confido"
"08539","Zeppelin-Records"
"08541","Music for Nations"
"08545","Arche B Musikproduktion"
"08546","Penta Flowers"
"08548","SoundSplash Records"
"08549","Bee Records"
"08552","Cabinet"
"08557","BoneBreaker"
"08558","Earthshaker Records"
"08559","Streetheat Music (Flim Flam Records)"
"08560","Pastell"
"08562","Egal Records"
"08567","Clockwork Records"
"08569","Tucan Records"
"08571","Depot"
"08573","MCP Sound & Media, (Cosmos)"
"08576","Melisma"
"08580","BWS Records"
"08581","Hits & Fun"
"08585","Full Blast Records"
"08587","Constrictor, Historia"
"08588","Run-Records"
"08589","VM Records"
"08593","Blue Flame Records"
"08594","Nordaphon"
"08595","Outline."
"08597","Jazzline"
"08600","Bonaire"
"08602","Kondor-Records"
"08603","Dossier Records"
"08604","Disaster"
"08607","Partner"
"08609","Sasch Records"
"08610","Exit, (Cantitalia, Music Association)"
"08611","Oak-Records"
"08612","Oriton Records"
"08613","HeartBeat"
"08620","Wall City Records"
"08621","Pogo Pop Musik"
"08622","Helmedia"
"08626","Wipe"
"08629","Eichhorn"
"08630","extra records & tapes"
"08631","Merlin Records"
"08632","Pila Music"
"08633","Schallter"
"08634","Plugge Records"
"08637","Ariola Express (Einklang)"
"08642","Music Pool Austria"
"08644","Vipro Music"
"08645","Demon Records"
"08646","Wunderwerke"
"08647","Alles Records"
"08648","JARO Medien"
"08651","Wunschkind"
"08652","Klick Records"
"08654","SK Records"
"08659","Konrad"
"08660","CMR, (Trefiton)"
"08661","Graffiti Records"
"08662","Rush Records"
"08664","Wired Records"
"08665","Exxis Records"
"08666","Neue Welt Schallplatten"
"08667","HWM"
"08669","TGF records"
"08670","Modell Records"
"08678","High Fashion, Disc International"
"08681","duo-phon-records, (Moo Music)"
"08683","IndepenDance"
"08689","Crammed Discs"
"08692","Polyton"
"08694","Matinee"
"08695","Phonotape"
"08696","Schmid Music"
"08697","Germania"
"08699","Wagner Tonträger"
"08702","Living Music"
"08703","SG Joy"
"08704","Razzle Dazzle"
"08709","Unit Art Records"
"08710","Wolperdinger Records"
"08711","Vielklang Musikproduktion"
"08715","Pan Verlag Vleugels"
"08716","Classic Studio Berlin"
"08717","Atonal Records"
"08718","Konnex Records"
"08719","Cap Arkona Sound, (Connex Records)"
"08721","Animalized, (Weltall)"
"08722","Edition Academica"
"08723","Denon Records"
"08728","PWR"
"08730","Celine Records, Rodoc Records"
"08734","Gulp Records"
"08735","E.S.T. Music"
"08741","TopLine"
"08744","DA Records"
"08747","IMP Productions"
"08748","Capriccio"
"08750","Illusion Records"
"08751","Vivid Music"
"08752","Europa plus"
"08753","Giacomo Records"
"08754","Dipsy Doodle Records"
"08755","Last Chance Records"
"08756","Alibi"
"08757","Schlafohr-Platten"
"08758","Steps Records"
"08759","Fünfundvierzig"
"08760","Remember Records"
"08761","Schäumer & Voigt"
"08762","GIG Records"
"08763","OK Records, OK Musica"
"08764","Kontakte Musikverlag"
"08768","Büchergilde Gutenberg"
"08769","Seychelles Music"
"08770","YXA"
"08772","Nachtgiger Records"
"08774","Crime"
"08775","Eins A"
"08780","Palatin"
"08781","Fellow Music"
"08792","Ritz"
"08799","Cedura Records"
"08806","Glashaus Edition"
"08808","ambitus"
"08809","AMU-Records"
"08811","Uff-Zick Records"
"08812","Metrovynil"
"08813","Blue Lab"
"08816","Baff"
"08818","Raton"
"08820","Normal Records, (Playtime Records, Q.D.K. Media, Rattlesnake Records, Shadoks Music)"
"08822","Hot Blood Records"
"08823","Fuego"
"08824","Camel"
"08826","Astoria Music"
"08827","Bronco Records"
"08830","Xymax"
"08836","Isis Music"
"08837","Easy Way Music"
"08847","Minor Music"
"08848","Propeller-Records"
"08851","Ricercar"
"08852","Face Records"
"08854","Mkw Records"
"08857","Constant, Constar"
"08861","RJS Musik"
"08862","Devil's Game"
"08863","Chip Records"
"08864","Edition RZ"
"08865","JoJo"
"08866","Paloma"
"08867","Memo Music / High Definition Jazz, High Definition World, Road Classics"
"08868","Italoheat"
"08870","JMP Records"
"08872","Pushel Music"
"08873","Ulan Bator"
"08875","Weser Label"
"08876","Duraphon"
"08877","Date Records"
"08878","Fortuna Records / Kuckuck Schallplatten"
"08879","Nektar"
"08881","Auf Punkt Records"
"08882","Molino Records"
"08883","Sound Aspects Records"
"08887","Das Büro"
"08888","Apamantus"
"08890","CrisCrazz Records"
"08891","RIFF"
"08896","Too Hot"
"08899","KMEL 106"
"08900","Violet"
"08901","Boom Germany"
"08902","Inside Records"
"08903","Warner Chappell"
"08904","Chappell Recorded Music"
"08905","Banana Flip Records"
"08908","Neuland Tonträger"
"08910","Traumland"
"08911","Impulse Musikverlag"
"08913","Inner Vision"
"08914","RSM"
"08915","Energy"
"08916","Rigo Records"
"08922","MP 2000"
"08923","Vibratone"
"08924","Transparent Records"
"08928","Morocco Records"
"08929","Castor"
"08931","Berlin Folk News"
"08933","Krypton Music"
"08935","Proton Musik"
"08937","Allstar"
"08938","Senior"
"08939","Signum Musikedition"
"08940","Survival Records"
"08941","Champ Records"
"08942","Debüt"
"08943","Largo Records"
"08945","Mega"
"08947","Bogner Records"
"08948","Originalton West"
"08949","Energie"
"08951","Black Rose Records"
"08952","Westside Music"
"08956","Costalita"
"08958","Buffalo Bop"
"08959","Dee-Jay Jamboree"
"08960","Red Dynamite"
"08962","Talent"
"08963","What's So Funny About.."
"08967","Crea"
"08968","Phantasia Records"
"08970","Rainbow Records"
"08971","Cosmus"
"08972","Exil (Chance Productions, Putumayo World Music)"
"08973","Pons Musica"
"08975","Edition Collage"
"08976","Emscherland"
"08978","Inteam"
"08979","Macho"
"08980","Orcan"
"08985","Galactica Records"
"08986","Vondue Records"
"08987","Wishbone Records, Thein"
"08988","Funkuchen"
"08992","Schnoog-Räckorts"
"08993","BS, MCM-Music"
"08994","FO Records"
"08995","Orix"
"08997","Wishbone Records"
"08998","AuBuMu"
"08999","Harlequin Records"
"09000","Cinedisc Soundtracks"
"09001","CMC"
"09002","SPV / Steamhammer"
"09003","Zip / 69 Records"
"09005","Akis-Records"
"09008","Corona Music Jazz"
"09009","Heimat-Klänge"
"09011","Mouton Records"
"09012","Runaway Records"
"09031","Wünschelburger Edition"
"09036","Capitol East Road Records"
"09040","Newstyle Records"
"09041","frimfram"
"09043","Ether Music"
"09044","Mugwort Road Records"
"09045","Affekt Records"
"09049","Professional Sound Recordings"
"09050","Sound Around"
"09052","Black Box Records, (Deep Cut Records)"
"09053","Turpentine Records"
"09054","Empress-Records"
"09060","Reset Records"
"09061","Narsapur Verlag"
"09062","Rock City Records"
"09063","Zun Records"
"09064","vip records"
"09065","Jax Pax Records"
"09066","Noise"
"09067","Scratch Records"
"09071","BSP-Musik"
"09076","Rodenstein Records"
"09077","Daviton"
"09078","Tropical Music"
"09079","Weird System Recordings"
"09081","Preciosa Aulos"
"09083","Kangaroo Team Records"
"09085","Bachmann Production"
"09086","Erbaphon Music"
"09088","Desire Records"
"09089","T-e-a-m-Vier Records"
"09091","Line Music"
"09093","Tonda Records"
"09098","Nightingale Records"
"09101","Starmill Records"
"09104","Syemusic"
"09106","Firm Records"
"09107","Follow-Records"
"09113","Wannsee Records"
"09114","e motion music"
"09117","Tonikum"
"09118","Neway Music"
"09121","Classicophon"
"09123","Holz Records"
"09124","Gem Buzz Records"
"09125","Rams Horn Records, (Dance Factory, Dream Factory, T.T.F. Records)"
"09131","Monte Serena Records"
"09132","Sound & More"
"09133","Invencis"
"09134","Schnick Schnack Tonträger"
"09135","Cross World Music"
"09136","AceAge Records"
"09138","Bobilo Edition"
"09147","Kompuphonik Musik"
"09150","Woodman Music"
"09157","Autarc, Autark Music Productions"
"09158","Marco Polo, (Donau, Lydian)"
"09164","Lickin' Records, Lickin'Tribe"
"09165","Areal Records"
"09167","Her Music"
"09169","Backline"
"09170","Mainline"
"09173","Tommy Boy"
"09176","Dope Noir"
"09179","Clip Music"
"09180","Excite Music"
"09183","Limberg Music"
"09184","Nice Pasture Music"
"09187","Rotschelli Music"
"09197","Total Experience Records"
"09198","Lost in Music"
"09199","Dandyland"
"09208","Blitz Records, (6 Up Records, MDA)"
"09212","STAM Music & Film Group"
"09213","CeKay Music"
"09219","Haldern Pop Recordings"
"09220","Hinker Music"
"09222","Yawa Recordings"
"09223","Dollywolf Music"
"09225","Oetinger Audio"
"09227","Cloudless Music"
"09229","Paddle Wheel"
"09230","Lebensfreude Records"
"09231","Roadrunner Records, (The All Blacks B.V., Chop, Essence, Mocca, Third Mind Records)"
"09237","Stunt Records"
"09238","JeBu Records"
"09240","GO' Danish Folk Music"
"09242","CDV Music, The Ark of Stars"
"09244","Great Stuff Recordings, (Craft Music, Kling Klong)"
"09258","Herz Records"
"09259","Rillenschlange"
"09260","Nessie Records"
"09262","Tiefdruck-Musik"
"09263","Dunefish"
"09264","Bergsänger Records"
"09268","Musikerei"
"09270","Mirefa Music Records"
"09274","Kleingeldprinzessin Records"
"09279","Bad Weather Music"
"09280","Machmalauter"
"09283","ZickZack"
"09286","Achimono Music"
"09289","H-O-M-E Music Records"
"09293","Materie Records"
"09297","Kamzik"
"09303","Casa Nostra Music"
"09304","Pingipung"
"09306","Cheese Records"
"09308","Jungle Records"
"09309","SOJA Music Records"
"09311","Milchmann Records"
"09313","Outatune"
"09314","RA.SH"
"09316","Wabi Sabi Music"
"09319","Sandman Productions"
"09325","Merfadéz Music"
"09332","Right Now Music"
"09333","Atearreal Music"
"09335","Klingendes Museum"
"09337","Baukau Media / Salon Mondial"
"09339","Cosmic Star Records"
"09349","Yeah!Records"
"09350","The World Music Café"
"09352","GOGO Music"
"09355","Black Rain Records"
"09354","Ditte Isses Records"
"09356","Brave Art Records"
"09357","WhiteKnightMusic"
"09362","Amadeus Records (Choirboy Records)"
"09364","Statik Entertainment"
"09366","Der Audio Verlag"
"09368","Boogymachine Records"
"09372","Eastblok Music"
"09374","Final Dusk Records"
"09376","freunde der analogen revolution/oL, (Black Space Records)"
"09380","Rare Bird Records"
"09381","Lion Tribe Music"
"09382","Modernsoul"
"09385","SD Oriental Music"
"09386","Fatrymes"
"09393","Weave Music"
"09394","Sunnyview, (Jamaica)"
"09398","Bluestone"
"09399","Audioenergy Music Productions"
"09401","Aeroboom Records"
"09402","Takt & Ton Music"
"09406","Avi-Music"
"09409","Moanin'"
"09410","NEA Music"
"09416","Instant."
"09419","Plastic Bomb Records"
"09421","Brilliant Classics"
"09422","Mariba Music"
"09428","Zentaur Records"
"09429","Sulphur Sonic"
"09436","Starkton Musik"
"09440","Werola"
"09445","Blankrecords"
"09446","Mad Moon Records"
"09451","Helios"
"09453","Rhinozorro Records"
"09454","Reartone Records"
"09455","Diva Disc"
"09459","Social Bomb Records"
"09460","Arrow"
"09467","Diamondhouse Records"
"09468","Z-Records"
"09471","Jazzhaus Records"
"09475","Mondo-Moon Publishing"
"09476","editionPlus"
"09477","Breeze Records"
"09478","Meyer Records"
"09479","DevilDuck Records"
"09488","Gruenrekorder"
"09489","Rap.ublik Rec."
"09492","Artic"
"09493","Billibabe Records"
"09494","2Lav.Music"
"09496","Boomslang Records"
"09498","Monsi Music"
"09503","Amusic"
"09505","X-Ton Records"
"09511","Bema Music"
"09512","Öttemusic"
"09517","Optik Records, Essah Entertainment"
"09520","Artfullsounds"
"09522","Spoiler"
"09527","Malagueta Music"
"09530","Manntau"
"09532","Avena Music"
"09533","Freedom TOS Records"
"09535","MNSG Music"
"09536","Hasch Platten"
"09537","Opus"
"09539","Hawker Records, timelock music"
"09541","Curl Curl"
"09546","Art 4 Real"
"09547","Lenny Lobster Music"
"09549","Alpha Music"
"09554","City Centre Offices"
"09555","Hektor Rydzewski Music"
"09557","AJR Music"
"09561","Holly Records"
"09567","MonteVideo"
"09571","Lauschzeit Tonträger"
"09572","FortitudoMusic"
"09574","Sound of New York"
"09578","Geyser Recordings"
"09579","Handmade Music"
"09580","BeLaMusic"
"09584","Salon Mondial"
"09585","DIR, (Fabrikat, schieber prod.)"
"09586","Harmonia Classica Records"
"09591","Palmo Music"
"09594","dTb Production"
"09598","Ops Music"
"09599","Das Drehmoment Records"
"09600","Music + Friends"
"09607","Funtastik Music"
"09610","J'M Two"
"09616","Zone Music"
"09618","Sefra Music"
"09626","Two par Deux"
"09628","Smithsonian Folkways Recordings"
"09630","Disques Trema"
"09631","Bawack Music"
"09632","Jazz Haus Musik"
"09633","Lovelight"
"09634","Musik Mosaik, (Wonder)"
"09657","WORK"
"09658","Hidya Music"
"09659","Show 2000 Music"
"09663","Scorpio Music"
"09671","Kent, (Pied Piper)"
"09676","RDC Records"
"09684","Doguphon"
"09690","Pomme Music"
"09691","Almaviva Records"
"09693","Entercom Saurus Records"
"09694","Rhythm Control"
"09699","Ouistiti Music"
"09702","Olivi Music"
"09703","Atoll"
"09705","Uhlklang"
"09709","Musea Records, Utopic Records"
"09715","AME Music"
"09718","AufRuhr Records"
"09719","Topas Produktion, Topaz Music"
"09720","Minuit Regards"
"09721","La Lune Rousse"
"09723","Jack Wiebers Records"
"09728","Magic Bus Music"
"09730","Mad Minute Music"
"09743","Label Bleu"
"09748","Casino Records"
"09749","Pro Sound Records"
"09750","Rabbit Records"
"09757","Windham Hill Records"
"09758","Hip Pocket Records"
"09759","Crippled Dick Hot Wax"
"09767","Idee"
"09766","Drops"
"09771","Koala Records"
"09780","Avenue Records"
"09793","Les Éditions Productions Georges Mary"
"09794","Totenkopf/T.O.T. Musik GmbH"
"09799","Frogxy Music"
"09803","Dreyfus Jazz"
"09806","Far Away Music"
"09811","Black Sound Music"
"09813","World of Music"
"09814","Rouge Records"
"09815","MundArtAgeh"
"09831","Lost Paradise"
"09833","Strictly Stone"
"09837","Bobcat Records"
"09867","Intence Music"
"09868","Kolibri"
"09870","Novoton"
"09876","Diama Music"
"09881","Music Farm"
"09893","Liebl Music"
"09919","Jeannie Records"
"09920","Zulu 30 Records"
"09936","Arche Noah Musik + Buchverlag"
"09937","Mimosa Music"
"09948","Audio Video Media"
"09951","NiWo-Records"
"09982","Afric Music"
"09985","Active Music"
"09991","Gazul Records"
"09992","Musea Parallèle"
"09993","Dream's Music"
"09994","Mascotte Music"
"10001","TEXTxtnd"
"10009","RoKa Music"
"10018","Rosi-Records"
"10019","T.N.G. Music Production"
"10022","Mammoth Records"
"10024","Hollywood Records"
"10025","Walt Disney Records"
"10026","Tricatel"
"10028","Karaoke Kalk"
"10031","Katzenmusik"
"10032","NVC Arts"
"10040","Integra Music, (Mystery Music)"
"10043","Triple M"
"10044","Coutz Records"
"10045","Majamu Records"
"10047","Henry"
"10048","Glory Music"
"10049","Tonbox"
"10055","Grand Hotel van Cleef"
"10056","Triphase Records, Drehstrom, D.Strom"
"10061","Daxhill"
"10062","CNI Records"
"10063","Silizium"
"10070","Bad Records"
"10071","Heimelektro Ulm"
"10073","EboLa Records"
"10077","Artikulabor Records"
"10078","Mania Artists"
"10082","Salami Records"
"10088","Gomma"
"10092","Schreikönig"
"10094","45-Grad-Celsius-Schallplatten"
"10095","Apricot Records"
"10096","Vegas"
"10097","EuroDriver Music"
"10099","Edel Kids"
"10100","BMG Soundtracks"
"10102","Balaha Records"
"10107","City 24 Music"
"10111","Single Malt Records"
"10112","Stark Music"
"10114","Auro"
"10117","5000 Records"
"10127","S4 Music, (Weyand Entertainment)"
"10139","Como Music"
"10141","Solera"
"10143","Guantara Records"
"10144","Nix Gut Records"
"10157","California Sunset Records, (Wavemusic)"
"10160","Prophecy Productions, (Grau, Lichtbringer, Lupus Lounge, Sturmesflügel)"
"10162","Miami Bass Records (Flic Flac Records, Popline Records, Relaxa Music, Trendline Records)"
"10166","Mellow Music"
"10172","Electronic Art Records"
"10176","Zimmer"
"10189","Honey Pot Recordings"
"10192","Domino"
"10195","International Deejay Gigolo Records"
"10196","JC Music"
"10198","Club Guerilla"
"10199","Push Up Records"
"10201","Gut für Dich"
"10203","Your Music Records"
"10204","Digiton Records"
"10207","Billepalast Records"
"10208","Quincy Records"
"10209","Light Up"
"10214","Fluxx Records"
"10223","Between the Lines"
"10225","Fader Music"
"10234","XPLO Music"
"10239","Flavamatic"
"10240","Infarkt"
"10241","Schlecht & Schwindlig"
"10242","Gold Circle Records"
"10243","Samson Music"
"10245","Lawine"
"10248","Iron Glory Records, (Vile Music)"
"10252","Staubgold"
"10253","Umlaut Recordings"
"10254","Andromeda Records"
"10256","Crunchy Beat Records"
"10257","Elfe Music"
"10260","Sarah Music & Art"
"10261","Scales Records"
"10268","Ozella"
"10270","Dependent Records"
"10272","Audare Records"
"10273","DieuMerciMusicProductions"
"10274","Mischpoke Musikproduktion"
"10275","Synchron Music"
"10277","Zerozero Records"
"10278","Mistix"
"10279","Zeitsprung Records"
"10285","TM Art Music"
"10287","MB Records"
"10288","Garuck Music"
"10292","Grob"
"10298","Campanella Musica"
"10322","Rayco Records"
"10327","Black and Tan Records"
"10337","Volgato"
"10340","All Score Media"
"10341","Breaker Records"
"10342","Celebrate Records"
"10344","A-Musik (registered with GVL as Georg Odijk Tonträger)"
"10348","Robbyland Records"
"10350","Music Companions"
"10359","Vision Records"
"10363","Immanuel Music"
"10364","Plattenbau"
"10371","Clubbgroove Records, Bo-Town Records"
"10374","Tairona Records"
"10375","Watz Up"
"10386","Enja Records HW"
"10387","Morr Music, (A Number of Small Things)"
"10392","Dance Division"
"10395","JazzTown"
"10402","Disko B"
"10404","Adagio Records"
"10411","Berlin Records, (Bellevue)"
"10412","Lusafrica"
"10413","Creaton"
"10415","Angel Air Records"
"10417","T&TT"
"10422","Daredevil Records"
"10424","Meta Records"
"10425","Uprock Records, (Quiet Force Records (Germany))"
"10427","VeedelTon"
"10428","Dola Music Publications"
"10432","Zeitgeist, (Exun)"
"10433","Heartmoon Records"
"10438","Smiff Records"
"10439","Supposé"
"10440","Virtual Music"
"10444","Modul"
"10447","ID&T"
"10449","Connector"
"10450","Couch Records"
"10455","Zucker Schallplatten"
"10461","Fresh Sound Records"
"10464","Tumbao Cuban Classics"
"10465","Ubatuqui"
"10466","PottHeadz"
"10473","Eimsbush"
"10476","Ökotopia"
"10477","Rector Records"
"10478","Soundbox Music"
"10488","KAIROS"
"10500","Semtext"
"10501","Centredate"
"10502","3 Stripe"
"10503","Jealouse Records"
"10504","V.F.M. Masters"
"10505","HIT London"
"10506","Hit Label Curb Records"
"10507","Factory Once"
"10508","Mind Horizon Recordings"
"10509","Nu Suburban Sounds"
"10510","London Traffic"
"10511","Tell Me Records"
"10512","Creanetmusic"
"10514","Tonopah"
"10515","Cumbancha"
"10516","Dominance Records"
"10517","Ganoven-Sound"
"10518","Othis Medienverlag"
"10519","Gaam-Records"
"10520","Streetlife - Melody"
"10521","Mille Plateaux"
"10523","Varithea Music"
"10525","GWM Music"
"10526","Gang Go Music"
"10541","A45 Music, Trinity Musix, Zentimental"
"10542","Choice of Music"
"10544","Planet Freestyle"
"10545","Seña Music"
"10553","Oleg Music"
"10559","Hot Music House M.P."
"10562","~scape"
"10572","AL Music & Design"
"10575","Dunix Tonträger"
"10581","Half Loop Records"
"10582","Weitblick"
"10583","Music Dreams"
"10585","Ritornell"
"10586","Aelstertal"
"10590","Manuka Music"
"10593","Poolman Records"
"10598","Eagle Records"
"10609","N.I.C Music"
"10617","Radiogram Records"
"10621","Rundel Compact"
"10622","Faszination Musik"
"10623","Bellevue"
"10624","Lola Records"
"10625","World Edition"
"10626","Lollipop Shop"
"10627","Upala Records"
"10629","Coyotes"
"10630","Plusquam Records (Profistar Music)"
"10631","Below"
"10634","Cargo Records"
"10635","Smarty Mart Music"
"10636","Unique"
"10639","Federation of Drums, (Danza Electronica)"
"10640","Silverbullet-Records"
"10642","Krass"
"10643","DTG Music"
"10647","Triumph Musik Berlin"
"10648","Stereo Deluxe"
"10649","Artemis Records"
"10651","Boutique"
"10654","Che! music"
"10657","Neugebauers Abend"
"10663","Tupirama Music"
"10670","TK Better Music"
"10672","Just for Music"
"10673","Chicks on Speed Records"
"10677","Für dich ist es einfach"
"10678","Laughing Horse Music"
"10680","Sommerfeld-Audio"
"10688","Moonstorm Records"
"10692","Galakthorrö"
"10696","Wycombe Music"
"10699","BO!NG (BO!)"
"10701","Mephistopheles Music"
"10702","Bea Music"
"10704","JHSF Music"
"10712","Meva Music"
"10714","SPS Music"
"10716","Acardipane Records, Resident E Recordings"
"10718","OMNIA"
"10720","Dessous Recordings"
"10725","Ifo Classics"
"10728","Fairlight Records"
"10729","Dotter Records"
"10733","Tyranno Music"
"10739","Orchid Music"
"10740","Liquid Audio Soundz, (Ganesha, Leviathan Recordings, Pro.Tone Recordings)"
"10741","Upgrade Records"
"10742","Cuba Chévere"
"10743","Intervox Production Music"
"10745","Marc et Claude's"
"10746","Sony Music MM"
"10747","Finetone Music"
"10748","Lieblingslied Records"
"10749","Kodex"
"10751","Rule23 Recordings, Regel23"
"10756","CBR Traxx"
"10757","Adima Media"
"10760","Highball Music"
"10765","Chet Records"
"10768","Instant Karma"
"10769","The Finest Noise"
"10770","PicMelo-Arts"
"10779","Scb Music"
"10780","Top X Music"
"10786","Alba Skye Music"
"10788","Modem Rec."
"10789","Punchline Records"
"10792","Berg Mix Records"
"10794","EMI Music Media"
"10799","Frauenfunk Schallplatten"
"10800","Sonderschule Schallplatten"
"10806","Music-Rinderer"
"10809","Lava Luna Records"
"10810","Creamcrop"
"10811","RealHot Records"
"10812","Def Jam Germany"
"10819","Tedeum, (Dynamics Recordings, Pop Up Trash)"
"10821","HCM Home Of Country Music"
"10822","Brown Sugar"
"10826","Club Food Records"
"10830","Bloodline, (In-D Records)"
"10832","Lo-Fi Stereo"
"10833","Stir15 Recordings"
"10839","Neid Entertainment"
"10843","Koch Music, (Koch Präsent)"
"10846","Select Cuts"
"10848","2L Productions"
"10857","Hard:Edged"
"10866","Strehl Music Records"
"10867","Hufeisen Edition"
"10868","Solaris Music Records"
"10870","jb-records"
"10878","West E.P. Music"
"10879","Sony Music Catalog"
"10884","Bronze Mocha Music"
"10894","Zig-Zag Territoires"
"10897","Datafile Music"
"10901","Freizeit"
"10902","Timpani"
"10903","Symphonia"
"10904","Tal Records"
"10906","db Records"
"10909","Nonplace"
"10910","Tune-Up Music"
"10912","Music Unit.com Records"
"10914","O'Brenner Music"
"10916","Wildstar Records, Multiply Records"
"10917","Sangit"
"10919","Woold Record"
"10921","NEWSIC"
"10922","Euro Trend, (ACD)"
"10923","SNB Music"
"10930","Virtual Records"
"10931","BMG Ariola Hamburg GmbH"
"10932","Bittersweet Music"
"10934","3Ton"
"10936","Audiopharm"
"10939","Playhouse"
"10940","Apollon Classics"
"10941","Lantefana"
"10942","Gaul Music"
"10944","schoener hören music"
"10945","JARI"
"10946","Mudoks Records"
"10947","Modern Noise"
"10948","Masters on Broadway"
"10949","saasfee*"
"10950","Café Vinyl Records"
"10959","Music Cologne"
"10961","FKM Records"
"10962","Dali"
"10963","Friend & Friend M.C."
"10965","The M:company (A division of Highlight Communications AG)"
"10966","Mean Music"
"10968","dj-sets.com (Komfort Musik)"
"10975","Ulrich Records"
"10980","Oh My Sweet Records"
"10982","Proud Music"
"10983","Dark Black Forest"
"10984","New Wonder Music"
"10987","Skybird Records"
"10990","Disco Galaxy Recordings, Jeans Recordings, Secret Service Records"
"10993","Mescha Records"
"10995","Beale Records"
"11001","Art-Q2 Music"
"11003","Fela-Music-Musikproduktion"
"11008","CRS Continental Record Services"
"11010","Town Roots"
"11013","Sweetheart Music"
"11014","SPM Spieker Music"
"11016","Eno Music"
"11017","Wohnton Musik, (Wellenform Records)"
"11024","Zauberton Music"
"11028","Digital Hardcore Recordings, Eat Your Heart Out"
"11042","Gusto Music"
"11043","Mountain World Music"
"11045","Sheffield Tunes"
"11048","08:15 Records"
"11050","netMusicZone Records"
"11053","Radiola Records"
"11054","Sounds Like Fun"
"11055","Artefix Music"
"11056","Phonowerke Luna"
"11058","Omega Records"
"11059","Elly Records"
"11061","Subword"
"11062","CNI Records"
"11063","J Records"
"11066","Bondi Music"
"11067","World Music Network"
"11068","Riverboat Records"
"11069","Waku Word"
"11082","3H Records"
"11086","Konvex | Konkav"
"11090","Must Music"
"11091","Grundsound"
"11094","Contenti Music"
"11096","DJ-Label"
"11100","M.E.L.T. 2000"
"11107","Advantage Records"
"11111","Bozarte"
"11116","Splietorp Music"
"11117","Amphion Records"
"11120","Soul Note"
"11124","Phenomenia Records"
"11127","Sireena Records"
"11134","Pentagon Records, !yahyah"
"11136","P.O.sin-music, (Bassbusters Music)"
"11137","Sterntor Music"
"11140","Waterworld Records"
"11142","SMB Music"
"11143","Popmissive Records"
"11144","Filitosa Records (registered as Doris-Schmidt-Verlag)"
"11148","Wichita Recordings"
"11150","Yaboa Music"
"11152","Wellness Music"
"11153","Devin Music"
"11155","fumakilla"
"11157","Elwa Musik"
"11160","Greenland Music"
"11167","Ballermann Records"
"11168","Tomlab"
"11170","Mad-Lane Music"
"11171","Jazz'n'Arts"
"11178","Fontana Music Library"
"11179","Wiiija"
"11182","Audio Books"
"11184","Bastard Records"
"11188","Fine Music, (GLM)"
"11190","Triptychon"
"11194","Speicherstadt"
"11196","Hormiga Ants In My Pants Music"
"11199","Doto Music"
"11200","Lyon Music"
"11201","Michano Music"
"11208","P.O.T. Music"
"11209","Multidisk"
"11216","MOL Music Production"
"11218","Domplatten"
"11223","Radiopulpo Records"
"11226","Storage Records"
"11228","Zwei Music"
"11230","Rawkus"
"11240","Hya ! Records"
"11241","Ton in Ton Music"
"11242","Firestation Tower Records, Firestation Records"
"11246","Roan Pony Records"
"11247","Viktoriapark Records"
"11263","Defcon Records"
"11265","Intakt Records"
"11269","Nettwerk Records"
"11270","Unforscene Music"
"11278","B46 Records"
"11279","Cocoon Recordings"
"11280","Draft Recordings, Sunset Recordings"
"11281","Plastichord Music"
"11290","Forte Records"
"11292","Hummingbird Records"
"11295","Spinner Ace Records"
"11299","Äitschmusic"
"11300","Factory Outlet Records"
"11301","Das MusikLabel"
"11303","Black Box Music"
"11329","Toca Records, (Long Hair Music)"
"11330","Guideline Records"
"11331","Unicade Music"
"11332","Cäsar Music"
"11334","Steiger Music"
"11338","Le Son du Maquis"
"11340","Entry Music"
"11343","Olio Records"
"11344","Edition Advanced Spirit"
"11345","TFM Records"
"11352","Vinyl Loop Records"
"11355","SuperGau Records"
"11357","Ahead Music"
"11363","NRW Records"
"11368","Napalm Records"
"11369","Dizcotal Records"
"11371","Tap & Scat Records"
"11372","Hofbauer Music"
"11375","Grilloton"
"11376","Metafon-Records"
"11377","RelaxRecords"
"11378","Echokammer"
"11379","Unitone Recordings"
"11386","Soundware Music"
"11391","Music Tales"
"11393","Eat This Music"
"11395","Juaz Music"
"11397","Marquart Music"
"11406","Apollon Music"
"11411","Music For Learners"
"11413","Rocket to the Moon"
"11417","All Around Music Berlin"
"11418","Beatz aus der Bude Rec."
"11419","Liebe"
"11422","Trainingslager Recordings"
"11427","Colove Music"
"11430","Micropal Records"
"11432","Sonntag Music, (Orange Groove)"
"11433","Halycon Music"
"11436","Clubland Records"
"11440","Chiefrocker Records"
"11442","Pelham Power Productions"
"11444","Swell Creek Records"
"11445","Hexenhouse Records"
"11446","1st Top International"
"11448","Elmowa Records"
"11449","Reptiphon"
